title,price,area,type,address,description,law,type_estate,province,district,bedroom,toilet,floor,direction,entrance_width,width,image_links,phonenumber,geo_code
Đất thổ cư _ xe hơi ngủ trong nhà _ quận 8,4.2,50.0,Mua Bán,"Phường 16, Quận 8, Hồ Chí Minh",<p>Liên hệ Linh Địa BĐS 0843555592 xem vị trí ạ</p><p><br/></p>,Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,8,4.0,5.0,4,,6 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/f1136e6e-c7ca-48f8-b46b-f8fe1ef0ce81.jpg,0843555592,"[10.7191906, 106.6236163]"
Bán nhà lớn phạm thể hiển p5q8 chỉ hơn 6 tỷ,6.8,46.0,Mua Bán,"Phường 5, Quận 8, Hồ Chí Minh","TIỀN NÀO CỦA ĐÓ!!! <br/><br/>HẺM XE HƠI P5Q8 - PHẠM THỂ HIỂN - 46m2 - 3,5x15 - TRỆT 2 LẦU - 3PN - 3WC - SỔ HỒNG RIÊNG HOÀN CÔNG ĐỦ <br/>————— TẶNG TOÀN BỘ NỘI THẤT —————<br/><br/>GIÁ: 6 TỶ 8 còn thương lượng<br/><br/>LH 0843.5555.92 xem nhà trực tiếp",Có Sổ đỏ,Nhà mặt phố,Hồ Chí Minh,8,3.0,3.0,4,,5 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/9a717c84-b125-47e7-aa5c-1f40e0e6568a.jpg,0843555592,"[10.7379478, 106.6629653]"
37m2 bà hom tỉnh lộ 10 giáp quận 6 nhỉnh 2 tỷ,2.5,37.0,Mua Bán,"Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh","<p>Bà HOM _ TỈNH LỘ 10 _ GIÁP QUẬN 6</p><p>&gt; DT: 37m2 (6X7) </p><p>&gt; KC: trệt lầu, 2Pn, 2toilet</p><p>&gt; Hẻm xe hơi 5m, thông tứ tung, kinh doanh buôn bán rất dễ </p><p>&gt; Sổ hồng 2006, CHÍNH CHỦ Ở LÂU NĂM </p><p>Giá: 2Ty5 TL </p><p>LH LINH ĐỊA BĐS 0843555592 XEM TRONG<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,Bình Tân,2.0,2.0,2,Đông,5 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/82c2cc96-a846-4949-87f4-6772f31396f9.jpg,0843555592,"[10.7663912, 106.6167997]"
Cần bán gấp đất thổ cư chính chủ gần sân bay long thành đồng nai,1.4,100.0,Mua Bán,"Xã An Viễn, Huyện Trảng Bom, Đồng Nai","<p>Cần ra gấp đất THỔ CƯ SÂN BAY LONG THÀNH, xã An Viễn, Huyện Trảng Bom, Đồng Nai.<br/><br/>Tình trang pháp lý: SỔ HỒNG SẴN TỦ CÔNG CHỨNG NGAY<br/><br/>Diên tích lô đất: 100(m2)/nền 100% THỔ CƯ (5x20)<br/><br/>mặt tiền: 5 (m),<br/><br/>đường trước mặt: 6 (m)<br/><br/>Ngân Hàng thẩm định giá 1 tỷ 5, khách thiện chí có giá tốt<br/><br/>Giá bán: 1 TỶ 490 còn TL<br/><br/>Liên hệ chính chủ: 0843555592 thương lượng trực tiếp<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Đồng Nai,Trảng Bom,,,,,6 (m),5,https://nhadat24h.net//Upload/User/DangTin/2022/Images/489809/33234a6b-0b69-4539-9a5c-90841a340348.jpg,0843555592,"[10.8829295, 107.00710179290733]"
Nhà mới nhỏ tiền giáp quận 5 chỉ hơn 2 tỷ,2.25,20.0,Mua Bán,"Phường 15, Quận 8, Hồ Chí Minh","<p>SIÊU PHẨM NHÀ MỚI XÂY 3 TẦNG QUẬN 8 – SỔ HỒNG RIÊNG – NGAY CẦU SỐ 2 Lưu Hữu Phước Phường 15 Quận 8</p><p>- Diện tích: 18m2 (3.7m x 5m)</p><p>- Kết cấu: 1 trệt 2 lầu. Gồm 2 phòng ngủ, 2 toilet.</p><p>- Vị trí: ngay Trường học , khu vực ăn uống đông đúc , gần khu chợ hoa tết Bến Bình Đông Trên Bến Dưới Thuyền .</p><p>- Hẻm hơn 3 mét rộng rãi , 3 gác xe hơi 4 chỗ.<br/></p><p>LIÊN HỆ LINH ĐỊA BĐS XEM NHÀ VÀ THƯƠNG LƯỢNG TRỰC TIẾP CHÍNH CHỦ 24/7</p>",Có Sổ đỏ,Nhà trong ngõ,Hồ Chí Minh,8,2.0,2.0,3,,3 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/7e8e4b76-96e0-42c5-8c83-2c2045e8505d.jpg,0843555592,"[10.7256211, 106.6333834]"
Nhà 56m2 cư xá phú lâm p12q6 chỉ 5 tỷ hơn,5.2,56.0,Mua Bán,"Phường 12, Quận 6, Hồ Chí Minh","_ CƯ XÁ PHÚ LÂM A _ P12Q6<br/><br/>DT: 56M2 (4x14), k lộ giới bên hông<br/><br/>KẾT CẤU: trệt lầu 2PN MASTER, 2 Toilet, phòng khách và bếp xuyên suốt, trần nhà cao rất thoáng.<br/><br/>Vị trí: hẻm 3m chuẩn, thông sang Hậu Giang, vòng xoay Phú Lâm, Tên Lửa, An Lạc, ….<br/><br/>Sổ hồng riêng hoàn công đây đủ.<br/><br/><p>Giá chào: 5 TỶ 2 thương lượng</p><br/><p>Lh Linh Địa 0843555592 xem nhà ngay</p>",Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,6,2.0,2.0,2,,3 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/ccc6e4e3-96f8-4758-8af5-2273fb94ac19.jpg,0843555592,"[10.7503002, 106.6336441]"
Nhà ngang lớn 5m _ hẻm xe tải 8m bùi tư toàn _ nhỉnh 2 tỷ,2.7,60.3,Mua Bán,"Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",<p>MẶT TIỀN HẺM XE TẢI 8M _ BÙI TƯ TOÀN _ 5x4.2 _ TRỆT 2 Lầu _ 2PN 3WC _ KHU HIỆN HỮU_ Sổ Riêng Hoàn công Đủ _ 2Ty7 TL<br/></p><p>LH Linh 0843555592 xem nhà miễn phí </p>,Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,Bình Tân,2.0,3.0,3,Tây Nam,8 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/9ca5cc76-e584-4777-aeed-d0cf297d6fd9.jpg,0843555592,"[10.7249151, 106.6129429]"
Mặt tiền kinh doanh âu dương lân p2q8 chỉ 14tỷ500,14.5,75.0,Mua Bán,"Phường 2, Quận 8, Hồ Chí Minh","<p>MẶT TIỀN SIÊU VIP ÂU DƯƠNG LÂN P2Q8</p><p>Giá :14tỷ500 còn thương lượng</p><p>DT: 74,5m ( 3,55m nở hậu 4,8m x 19,2m )</p><p>Kết cấu 1 trệt 2 lầu đúc thật. 3 phòng ngủ 3 vệ sinh có 2 sân thượng trước và sau , nhà đã hoàn công 157m</p><p>Nhà hướng Tây Nam —— Có lề đường rộng 6m , thuận tiện kinh doanh tất cả các ngành nghề</p><p>Vị trí: Nhà nằm ngay đoạn đường sầm khuất nhất và vị trí đẹp nhất trên đường Âu Dương Lân gần cầu chữ Y, thuận tiện đi các Quận 1,3,5,7,10 trong vòng 5p.</p><p>SỔ HỒNG RIÊNG HOÀN CÔNG ĐỦ</p><p></p><p>Liên hệ Linh Địa 0843555592 xem nhà.</p>",Có Sổ đỏ,Nhà mặt phố,Hồ Chí Minh,8,3.0,3.0,3,,15 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/5bdf520e-51ee-4074-95fc-a14ec99be07e.jpg,0843555592,"[10.7455308, 106.6865816]"
Nhà 50m2 kiên cố 3pn văn thân p8q6 chỉ hơn 4 tỷ,4.5,50.0,Mua Bán,"Phường 8, Quận 6, Hồ Chí Minh",,Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,6,3.0,3.0,3,,3 (m),4.3,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/018b54b0-32cd-45f6-b3c4-ec92b08f37d7.jpg,0843555592,"[10.7434277, 106.6404247]"
Nhà 40m2 4 tầng đúc 3pn phạm thế hiển p5q8 nhỉnh 3 tỷ,3.7,40.0,Mua Bán,"Phường 5, Quận 8, Hồ Chí Minh","<p>38M2 - 4 TẦNG ĐÚC BTCT - SỔ HỒNG - 3 PN - 3WC - TRƯỚC NHÀ CÓ SÂN TẬP CẦU LÔNG - CHỈ 3.7 TỶ</p><p>1 căn nhà hưởng được 2 mặt tiền, đón gió 2 hướng bao thoáng mát</p><p>Diện tích: Nhà 4 tầng, ngang 4.8m x 8m, Dtsd 152m2</p><p>Công năng: sân tập cầu lông, 1 trệt 3 lầu, 3 phòng ngủ, 3 toilet, sân thượng.</p><p>Sổ Hồng, pháp lý sách, công chứng mua bán được ngay</p><p>CHỦ BAO HOÀN CÔNG MỚI</p><p>Liên hệ 0843555592 xem nhà và thương lượng trực tiếp chủ</p><p></p><p>HÌNH NHÀ THẬT - THÔNG TIN THẬT - PHÁP LÝ MINH BẠCH - BẢO VỆ KHÁCH HÀNG.<br/><br/></p>",Có Sổ đỏ,Nhà trong ngõ,Hồ Chí Minh,8,3.0,3.0,4,,3 (m),4.8,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/f23673e9-a48f-408f-b2db-1f38ecf304db.jpg,0843555592,"[10.7379478, 106.6629653]"
Bán nhà quận 10 dưới 3 tỷ ngay hòa hưng p12q10,2.8,10.0,Mua Bán,"Phường 12, Quận 10, Hồ Chí Minh",,Có Sổ đỏ,Nhà trong ngõ,Hồ Chí Minh,10,2.0,3.0,3,,3 (m),3,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/41438cd2-9b5d-4869-8843-1ac364ec8bfd.jpg,0843555592,"[10.774563, 106.6724584]"
Bán nhà 40m2 hẻm 4m ngay minh phụng p6q6 chỉ hơn 4 tỷ,4.6,113.0,Mua Bán,"Phường 6, Quận 6, Hồ Chí Minh","<p>DT: 39M2, ngang 3.5 nở hậu 4 dài 11</p><p>DTS: 112.4 m2 </p><p>- Kết cấu: trệt 2 lầu 4PN 5WC </p><p>- Hẻm trước nhà 3.8m, gần mặt tiền đường Minh Phụng P6Q6</p><p>- Sổ hồng riêng hoàn công đủ </p><p>Liên Hệ Linh 0843555592 xem nhà! </p>",Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,6,2.0,3.0,3,,4 (m),3.2,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/c3ee5dd4-fcc9-47e1-b2c4-d92e26f7dd24.jpg,0843555592,"[10.7518602, 106.6458749]"
Dãy trọ mặt tiền dòng tiền 20 triệu tháng quận bình tân,7.5,85.0,Mua Bán,"Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh","<p>MẶT TIỀN DÃY TRỌ ĐƯỜNG CẦU KINH BÌNH TÂN</p><p> Giá: 7 TỶ 500 còn thương lượng </p><p>Diện Tích: 5.5 x 23, {84,9m2} </p><p>Đã hoàn công: 188,9m2. </p><p>Kết cấu: cấp 3, 10 PN, 9 WC, phù hợp gia đình đông người, kinh doanh khách sạn, kinh doanh ăn uống, cafe. </p><p>- Nhà dân cư hiện hữu, hàng xóm thân thiện, khu dân trí cao. </p><p>- Sổ Hồng Riêng, pháp lý chuẩn, sang tên ngay LIÊN HỆ LINH ĐỊA  xem trong</p><p><br/></p>",Có Sổ đỏ,Nhà mặt phố,Hồ Chí Minh,Bình Tân,10.0,10.0,3,Tây Nam,5 (m),5.5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/d876db74-6f49-4a2b-ae2a-c3c06e9c25ff.jpg,0843555592,"[10.7547879, 106.584389]"
37m2 bà hom tỉnh lộ 10 giáp quận 6 nhỉnh 2 tỷ,2.5,37.0,Mua Bán,"Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh","<p>Bà HOM _ TỈNH LỘ 10 _ GIÁP QUẬN 6</p><p>&gt; DT: 37m2 (6X7) </p><p>&gt; KC: trệt lầu, 2Pn, 2toilet</p><p>&gt; Hẻm xe hơi 5m, thông tứ tung, kinh doanh buôn bán rất dễ </p><p>&gt; Sổ hồng 2006, CHÍNH CHỦ Ở LÂU NĂM </p><p>Giá: 2Ty5 TL </p><p>LH LINH ĐỊA BĐS 0843555592 XEM TRONG<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Hồ Chí Minh,Bình Tân,2.0,2.0,2,Đông,5 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/82c2cc96-a846-4949-87f4-6772f31396f9.jpg,0843555592,"[10.7663912, 106.6167997]"
Mặt tiền kinh doanh đa ngành nghề lũy bán bích chỉ 15 tỷ hơn,14.5,66.0,Mua Bán,"Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh","<p>MẶT TIỀN KINH DOANH LUỸ BÁN BÍCH</p><p>_ CHÍNH CHỦ TRANG BÌA</p><p>_ DTS 249M2 _ NGANG 5M1 _ SỔ RIÊNG HOÀN CÔNG ĐỦ _ 15 Tỷ 500 TL</p><p>Kết cấu: trệt 3 lầu ST 3PN lớn 4toilet, có Phòng Xông Hơi.</p><p>Khu vực sầm uất, kinh doanh đa ngành nghề, vượng khí</p><p>Lh Linh Địa xem trong nhà ngay ạ!!!<br/><br/></p>",Có Sổ đỏ,Nhà mặt phố,Hồ Chí Minh,Tân Phú,3.0,4.0,5,,18 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/0f26af37-32b1-4a86-a47c-e61e0bc1f7a4.jpg,0843555592,"[10.7635568, 106.6308483]"
3t850 nhà mới đẹp 3 tầng 40m2 phạm thế hiển quận 8,3.75,40.0,Mua Bán,"Phường 7, Quận 8, Hồ Chí Minh",,Có Sổ đỏ,Nhà trong ngõ,Hồ Chí Minh,8,3.0,3.0,3,,3 (m),3,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/de3b9b2c-cef2-4a28-8979-f033f98cd946.jpg,0843555592,"[10.7056884, 106.624332]"
Bán nhà lớn phạm thể hiển p5q8 chỉ hơn 6 tỷ,6.8,46.0,Mua Bán,"Phường 5, Quận 8, Hồ Chí Minh","TIỀN NÀO CỦA ĐÓ!!! <br/><br/>HẺM XE HƠI P5Q8 - PHẠM THỂ HIỂN - 46m2 - 3,5x15 - TRỆT 2 LẦU - 3PN - 3WC - SỔ HỒNG RIÊNG HOÀN CÔNG ĐỦ <br/>————— TẶNG TOÀN BỘ NỘI THẤT —————<br/><br/>GIÁ: 6 TỶ 8 còn thương lượng<br/><br/>LH 0843.5555.92 xem nhà trực tiếp",Có Sổ đỏ,Nhà mặt phố,Hồ Chí Minh,8,3.0,3.0,4,,5 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/9a717c84-b125-47e7-aa5c-1f40e0e6568a.jpg,0843555592,"[10.7379478, 106.6629653]"
Biệt thự mini 4 tầng phong cách tân cổ điển chỉ hơn 90 triệu m2,7.5,78.0,Mua Bán,"Phường 15, Quận 8, Hồ Chí Minh",,Có Sổ đỏ,Nhà trong ngõ,Hồ Chí Minh,8,4.0,5.0,4,Đông nam,4 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/489809/9729d2e0-1ee2-4b7b-ac77-bc82db6b47d5.jpg,0843555592,"[10.7256211, 106.6333834]"
Biệt thự phố 5 tầng an dương vương chỉ nhỉnh 6 tỷ,6.85,60.0,Mua Bán,"Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",<p><br/></p>,Có Sổ đỏ,"Nhà biệt thự, liền kề",Hồ Chí Minh,Bình Tân,6.0,5.0,5,,5 (m),5,https://nhadat24h.net//Upload/User/DangTin/2023/Images/489809/5cd3d884-0a70-4cd3-b470-2e8ace37eb4b.jpg,0843555592,"[10.7249151, 106.6129429]"
Bán nhà đường trần nam phú 2 lầu rất đẹp,3.5,78.0,Mua Bán,"Trần Nam Phú, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","<p>NHÀ TRỆT 2 LẦU RỘNG RÃI GIÁ RẺ GẦN ĐH Y DƯỢC TẶNG FULL NỘI THẤT GỖ CAO CẤP - HẺM 387 ĐƯỜNG TRẦN NAM PHÚ, PHƯỜNG AN KHÁNH, NINH KIỀU (CÁCH BỜ HỒ BÚN XÁNG 300M).<br/><br/>- Giá 3 TỶ 500 (Thương lượng giấy tờ )<br/>- Tặng kèm toàn bộ nội thất.<br/><br/>- Diện tích: 6 x 13 = 78m2.<br/>- Diện tích sử dụng: 222m2.<br/>- Pháp lý: 55,5m2 Thổ cư 22,5m2 đất vườn. Nhà đã hoàn công.<br/>✅ Hướng: Đông Nam.<br/>✅ Lộ giới: 3m, cách bờ kè sắp khởi công 20m.<br/>✅ Kết cấu: Nhà trệt 2 lầu xây kiên cố, rộng rãi, nội thất toàn bộ bằng gỗ cao cấp, thiết kế gồm sân trước sân bên hông đậu xe, phòng khách, 02 phòng ngủ, phòng thờ, không gian bếp, 03 wc, ban công, sân thượng thoáng mát.<br/>✅ Tiện ích: Nhà nằm gần Phố ẩm thực Hồ Bún xáng, sát bên bờ kè sắp khởi công. Khu vực dân cư đông đúc, an ninh, bán kính 200m gần Đại học Y dược, bệnh viện, nhà thuốc, phòng gym,.. rất thích hợp định cư lâu dài.<br/><br/><br/></p>",Có Sổ đỏ,Nhà trong ngõ,Cần Thơ,Ninh Kiều,2.0,3.0,3,Đông nam,3 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/acff84f3-c6a8-464c-82e7-eb44a77dad9a.jpeg,0813211511,"[10.0339967, 105.7595192]"
Bán nhà đường nguyễn thông an thới,2.79,106.0,Mua Bán,"Phường An Thới, Quận Bình Thủy, Việt Nam","<p>NHÀ ĐẸP, DIỆN TÍCH RỘNG, LỘ ÔTÔ...<br/>Gần Ủy ban, trường học, chợ, bệnh viện...<br/><br/>- Diện tích đất: 6m (💥Nở hậu 6.3m) x 16.5 (19m) = 106.5m². Nhà đã hoàn công.<br/>- Hướng: Đông Bắc<br/>- Lộ giới 4m. Thực tế rộng hơn<br/>- Nhà 3 mặt tiền, nhà trệt có phòng khách rộng, 2 phòng ngủ, bếp, toilet...<br/>- Sân trước rộng 4m xe hơi đậu vô tư.<br/>- Không qui hoạch, không tranh chấp...<br/>- Vị trí Nhà ở Hẻm 29 NGUYỄN THÔNG thông qua Hẻm 5 LÊ QUANG CHIỂU, P. An Thới, Q. Bình Thủy, TP Cần Thơ. Cách đường Nguyễn Thông chỉ 100m, có nhiều đường đi đến nhà. Xung quanh là trường học từ Mầm Non, cấp 1, cấp 2, cấp 3, đến các trường Cao đẳng; Bệnh viện Tâm Minh Đức, Chợ Cầu Ván, Siêu thị AEON MALL sắp mọc lên...<br/>💰Giá 2 tỷ 790 TL. Nhà trống, khóa số<br/>💞 Liên hệ: Sang võ</p>",Có Sổ đỏ,Nhà đất thổ cư,Việt Nam,Bình Thủy,2.0,1.0,,Đông bắc,4 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/d74f29ec-0a01-46cc-8f03-b4b9ab787e9c.jpeg,0813211511,
Bán nền đường tô vĩnh diện bình thuỷ,1.75,120.0,Mua Bán,"Bùi Hữu Nghĩa, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ","<p><br/>Bán nền Đường Tô Vĩnh Diện cách cầu Nguyễn Văn Trường 150m ( đối diện chợ Miễu Ông )-Giá: 1tỷ750 TL <br/><br/>-DT: 4m x 30m ( 75m2 thổ cư 48m CLN ) <br/>-LG: 4m <br/>-Hướng :Tây Bắc <br/>-Khu vực đông dân cư bán kính 500m đầy đủ tiện ích , phù hợp kinh doanh …<br/>-Gần trường học long tuyền, chợ miễu ông , lộ ô tô thông thương,…<br/>-Hình thức thanh toán cọc trước 30 ngày ký cc trên hskt<br/><br/>📲L/H(zalo): Sang võ</p>",Có Sổ đỏ,Nhà đất thổ cư,Cần Thơ,Bình Thủy,,,,Tây bắc,4 (m),4,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/54a384fa-098f-44ea-a328-7a6125f2d256.jpeg,0813211511,"[10.0286483, 105.7236733]"
Bán nhà kdc nam long hưng thạnh cái răng,6.8,79.0,Mua Bán,"Nam Long Central Lake, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","<p><br/>NAM LONG HOT NHẤT TUẦN NÀY, KHÁCH XUỐNG TIỀN CHỐT GẦN HẾT NHÀ ! CÒN DUY NHẤT 1 CĂN NEW 💯 % ⤵️⤵️⤵️⤵️⤵️<br/>♻️♻️♻️♻️♻️♻️♻️♻️♻️♻️♻️♻️♻️♻️♻️♻️<br/>NAY EM CÒN CĂN NÀY NHÀ MỚI 💯 % TÂN CỔ ĐIỂN 1 TRỆT 3 LẦU SÂN THƯỢNG - ĐƯỜNG SỐ 1 - KDC NAM LONG HỒ CẢNH QUANG 🍀☘️ </p><p> Chỉ: 6 tỷ 800 triệu </p><p>🟥 Diện tích: 5.7 x 14 = 79.8㎡. DTSD: 320M <br/>🟥 Pháp lý: Thổ cư hoàn công <br/>🟥 Lộ giới: 12m (3 - 6 - 3) <br/>🟥 Hướng: Đông Bắc <br/>🟥 Kết cấu: phòng khách, sân sau phơi đồ, bếp, 4 phòng ngủ, 5 toilet, sân thượng trước sau. <br/>🎁 Nhà trang bị full nội thất xịn xò gồm : Sofa, bàn ăn, tủ lạnh, tivi 85inch , tủ tivi, giường 1m8x2m, tủ quần áo (3 phòng), tủ bếp, tủ cầu thang, tủ rượu, tủ lavabo (6 tủ), máy lạnh, máy giặt. <br/>💎 Ưu điểm : Nhà xây dựng kiên cố, chắc chắn , thiết kế Điện thông minh cực kỳ xịn xò đặc biệt, cổng rào nhôm đút , camera an ninh ...!! <br/>💎 Khu vực an ninh, sang trọng, dân trí cao. Xung quanh đầy đủ tiện nghi, gần trường học, bệnh viện, siêu thị lớn...!</p>",Có Sổ đỏ,"Nhà biệt thự, liền kề",Cần Thơ,Cái Răng,4.0,5.0,4,Đông bắc,12 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/c66940c1-ac98-4098-8b92-5253df2da1ee.jpeg,0813211511,
Bán nền tặng nhà đường phạm ngũ lão,4.49,129.0,Mua Bán,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ","<p>BÁN NỀN TẶNG NHÀ cấp 4 hoàn công<br/><br/><br/>=&gt; Lộ: oto quay đầu - Hẻm 80 - Mặt tiền kinh doanh - Cách Phạm Ngũ Lão 30m - Ninh Kiều,<br/><br/>Diện tích : 4,2 x 29,88 ( thực tế dài gần 40m đã lấn mương gần 10m)<br/>👉👉Công năng : 3pn, 1pk, 1 bep, 2 WC, sân trước , sân sau<br/><br/>🏠🏠Tặng bản vẽ nhà mới nếu có nhu cầu<br/>💸Giá 4ty490<br/><br/></p>",Có Sổ đỏ,Nhà trong ngõ,Cần Thơ,Ninh Kiều,,,,,4 (m),4.2,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/38ed5e4e-3c88-4179-a4bf-ccd37fa68c15.jpeg,0813211511,"[10.0459669, 105.7697904]"
Bán nhà đường hậu tân thạnh tây ba láng cái răng,1.95,87.0,Mua Bán,"Quốc Lộ 61c, Phường Ba Láng, Quận Cái Răng, Cần Thơ","<p><br/>NHÀ TRỆT HOÀN CÔNG MẶT TIỀN LỘ HẬU TÂN THẠNH TÂY P BA LÁNG Q CÁI RĂNG<br/><br/>- Vị trí: từ CR vừa qua cầu Ba Láng rẽ trái liền là Lộ Hậu Tân Thạnh Tây.<br/>- Diện tích: 6m x 14,77m (tổng 87,7m²)<br/>- Pháp lý: Sổ hồng thổ cư hoàn công.<br/>- Hướng Tây Bắc<br/>- Nhà trệt gồm sân trước, phòng khách, bếp, 2 wc, 2 phòng ngủ.<br/><br/>⛔️Giá chốt nhanh 1 tỷ 950<br/>☎️Liên hệ: Sang võ</p>",Có Sổ đỏ,Nhà đất thổ cư,Cần Thơ,Cái Răng,2.0,2.0,,Tây bắc,6 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/361db8b1-15d2-4ae5-b2b1-2909a193f9b2.jpeg,0813211511,"[9.9850159, 105.7436558]"
Bán đất 5x54m mặt tiền nhựa khu vực 4 thị trấn đức hòa đức hòa giá 2 tỷ 200tr,2.2,280.0,Mua Bán,"Thị Trấn Đức Hòa, Huyện Đức Hòa, Long An","<p>*** Bán đất tặng thêm cái kho mặt tiền nhựa, khu vực 4, thị trấn Đức Hòa, Long An</p><p>*** Diện tích: 5x54m (280m2). Dt kho xây: 5x32m, văn phòng phía trước 3x12m </p><p>*** Sổ hồng riêng, thổ cư 100% </p><p>*** Đường nhựa 6m, đường thông, xe tải chạy </p><p>*** Giá chỉ có: 2.2 tỷ </p><p>*** Cách Trường Học, Bách Hóa Xanh, tỉnh lộ 825 tầm 700m. </p><p>*** Thích hợp xây nhà ở, mở cửa hàng kinh doanh mua bán hoặc đầu tư mua đi bán lại </p><p>*** Anh chị có nhu cầu mua đất liên hệ gặp Kim Cúc qua số 0786.7978 99, 0949 861 287 hoặc (zalo) 0786.7978 99 để xem đất và cọc ngay nhé </p><p>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ, anh chị có nhu cầu alo Kim Cúc theo số: 0786797899 , 0949861287, hoặc (zalo) 0786797899. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,6 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/3e334eaf-09c4-4fd7-80fb-0774fe647cc8.jpg,0949861287,"[10.8226052, 106.4567714]"
Bán đất 8 8x40m mặt tiền đường nhựa đức hòa hạ đức hòa long an giá 5 tỷ 500tr,5.5,320.0,Mua Bán,"Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An","<p>*** Bán nền đất Mặt Tiền đường nhựa Tám Bình (Bình Tiền 2), xã Đức Hòa Hạ, Đức Hòa, Long An.</p><p>☘️ Diện tích: 320m2 thổ cư (Ngang 8.8m, dài 40m) </p><p>☘️ Giá bán: 5.5 tỷ </p><p>☘️ Cách chợ chiều Tỉnh Lộ 10 khoảng 500m và chợ Cây Dương khoảng 500m </p><p>☘️ Tiện ích đầy đủ, cách Bách Hoá Xanh, Vinmart, Thế Giới Di Động, FPTShop ... </p><p>☘️ Khu vực khu dân cư kinh doanh buôn bán sầm uất, thuận tiện giao thông đi lại, thích hợp mở cửa hàng kinh doanh ... </p><p>☘️ Pháp lý : sổ hồng riêng, công chứng ngay, xây dựng tự do </p><p>*** Anh chị có nhu cầu mua ở hoặc đầu tư liên hệ gặp Kim Cúc qua số: 0786.7978 99, 0949 8612 87, hoặc zalo 0786.7978 99 để đi xem đất và cọc ngay nhé. Xin chân thành cám ơn<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,6 (m),8.8,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/1a707e48-a61c-4fc7-a59e-ef8180479765.jpg,0949861287,"[10.8155812, 106.4689869]"
