title,price,area,address,description,type,type_estate,law,floor,bedroom,toilet,direction,image_links,phonenumber,geo_code,district,province_city,width
Cho thuê biệt thự sân vườn thảo điền  q.2,178.0,500,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","***Biệt thự cho thuê*** (English Below)<br/><br/>✅Địa điểm: P. Thảo Điền, Q. 2, TP. HCM.<br/>✅Chi tiết:<br/>✅Đất 500 m2.<br/>✅Diện Tích Sử Dụng: 1000m2<br/>✅8PN - 8WC.<br/>✅1 hầm.<br/>✅Sân vườn có sức chứa 15 - 17 bàn tiệc 10 người.<br/>✅Thích hợp cho: Để ở, văn phòng, cafe, spa, trường mẫu giáo.<br/><br/>👉 Giá: 7.000 USD/Tháng (Còn TL).<br/>👉 Liên Lạc:  (Leo) (Zalo/SMS/FB Messenger).<br/><br/>***English Below***<br/><br/>✅Private Villa For Rent.<br/>✅Location: Thao Dien ward, District 2, HCMc.<br/>✅Details:<br/>✅Land: 500 square meters.<br/>✅Usable Area: 1000m2<br/>✅8 rooms - 8 WC.<br/>✅1 Basement.<br/>✅Garden can be organized for a party with 12 - 15 table of ten people.<br/>✅Suitable for: Living, Office, Coffee shop, Spa, Kindergarten.<br/><br/>👉 Price: 7.000 USD/month (Negotiable).<br/>👉 Contact Number:  (Leo) (Zalo/SMS/FB Messenger).",Cho Thuê,"Nhà Biệt Thự, Liền Kề",,,8,8,,https://cloud.muaban.net/images/thumb-detail/2024/06/07/398/3c71e0570c94498c9a26ccf820b88f7d.jpg,332272711,"[10.84863, 106.77209]",Thủ Đức,Hồ Chí Minh,
Chính chủ cho thuê lâu dài cccc 90m2 tại ctm 139 cầu giấy,14.0,90,"Quận Cầu Giấy, Hà Nội","Chính chủ cho thuê lâu dài CCCC 90m2 tại toà CTM 139 Cầu Giấy gồm 01 PK ban công, 02 PN, cửa sổ thoáng, đủ ánh sáng tự nhiên, 01 phòng tủ để đồ, 03 điều hoà, 02 VS, bếp, nóng lạnh, tắm đứng vách kính, điện nước giá NN. Toà có 04 căn/sàn, đa số là CBCV của công ty CTM, cầu thang máy không phải chờ lâu, chạy nhanh vèo vèo. Hệ thống cửa chống cháy cực kỳ an toàn, quản lý trực KT điện 24/24, an ninh tốt, ưu tiên chỗ để xe. Tiện ích xung quanh đầy đủ: siêu thị, chợ, trường, bus… phù hợp để gia đình ở, đi làm, đi học. Giá thỏa thuận 14tr/tháng. Cọc 01 tháng. TT 3tháng/lần. MTG. LH C.An  Vì đang làm việc nên xem nhà ngoài giờ HC hoặc thứ bẩy chủ nhật! Cảm ơn đã đọc tin!",Cho Thuê,Căn Hộ Chung Cư,,,2,2,,https://cloud.muaban.net/images/thumb-detail/2024/07/14/044/b17e23f0669f4de799fd6ab2356af308.jpg,942669959,"[21.0295015, 105.7914212]",Cầu Giấy,Hà Nội,
Cho thuê phòng trống toà nhà nhật an 30d kim mã thượng,5.7,22,"Số 30D, Đường Kim Mã Thượng, Phường Kim Mã, Quận Ba Đình, Hà Nội","Cho thuê phòng trống Toà nhà Nhật An 30D Kim Mã Thượng:<br/>- P204 tầng 2: diện tích 22m2 giá 5tr7 (chưa VAT)<br/>- P501 tầng 5: diện tích 30m2 giá 7tr5 (chưa VAT)<br/>- P602 tầng 6: diện tích 26m2 giá 6tr5 (chưa VAT)<br/>+ Giá điện có công tơ riêng: 4k6/số điện; tính công suất phản kháng 1k/1 số điện<br/>+ Giá nước: 24k/người<br/>+ Xe để miễn phí 7m2/xe, phát sinh xe ngoài diện tích tính 100k/xe/tháng<br/>+ Giờ mở cửa: 7h - 19h từ thứ 2-thứ 7. Làm việc ngoài giờ tính 30k/giờ/người.<br/>Hotline:  -  9<br/>Website: nhatangroup.com",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/06/099/5c5a8855ef6d4ac2af27fde96a03dd98.jpg,971279412,,Ba Đình,Hà Nội,
Chuyên cho thuê căn hộ riva park nội thất đẹp view đẹp,15.0,82,"Đường Nguyễn Tất Thành, Phường 18, Quận 4, TP.HCM","CHUYÊN CHO THUÊ - CHUYỂN NHƯỢNG CĂN HỘ RIVA PARK <br/><br/>- Địa chỉ 504 Nguyễn Tất Thành Phường 18 Quận 4 <br/><br/>• Diện tích : 80m2 view HỒ BƠI <br/>- Thiết kế : 2 phòng ngủ, 2 phòng wc, phòng khách, view đẹp, lầu cao, thoáng mát. <br/>- Giá 15 triệu/tháng (nội thất đầy đủ) <br/>- Giá 12 triệu/tháng (nội thất dính tường)<br/>- Giá chuyển nhượng từ 3.45 tỷ. <br/><br/> CĂN HỘ CHO THUÊ GIÁ TỐT THÁNG MƯỜI - <br/><br/>- CĂN HỘ : 65m2 : 1PN 1WC, Giá từ 15 (nội thất đầy đủ) - CĂN HỘ : 80m2 - 86m2 : 2PN 2WC, Giá từ 15 tr - 17 tr/tháng (nội thất đầy đủ) <br/>- CĂN HỘ : 110m2 - 120m2 : 3PN 2WC, Giá từ 18 tr - 22 tr/tháng (nội thất đầy đủ) <br/><br/>Tiện ích RIVA PARK : <br/>- Hồ Bơi, phòng GYM, phòng YOGA, khu BBQ, khu Vườn Treo, khu Nhà Banh, Sân Chơi Ngoài Trời, Nhà Trẻ, Siêu Thị VINMART.<br/>- Bảo Vệ an ninh 24/24 camera giám sát thang máy và ngoài hành lang Căn Hộ, ra vào khu Căn Hộ bằng thẻ Từ.<br/><br/>Vui lòng gọi  Hùng -  Hà hoặc kết bạn (ZALO) để được tư vấn xem hình ảnh và xem căn hộ thực tế deal được giá tốt có pass nhiều căn để xem <br/><br/>Chuyên cho thuê căn hộ Officetel, 1PN, 2PN, 3PN, 4PN, Penthouse các dự án Quận 4 : Riva Park, Copac Square, Saigon Royal, The Tresor, Icon 56, Millennium, River Gate, Grand Riverside, The Gold View, Galaxy 9, Orient, Vạn Đô, Khánh Hội, Tôn Thất Thuyết, Cao Ốc H1,2,3..!",Cho Thuê,Căn Hộ Chung Cư,,,2,2,,https://cloud.muaban.net/images/thumb-detail/2023/06/24/218/f7d4d5b5e08641c5bdf3bc04474dd218.jpg,909917315,"[10.7566655, 106.7188494]",4,Hồ Chí Minh,
"Nhà mặt tiền hẻm, tiện kd,buôn bán nhỏ",11.0,25,"Đường Lê Quang Sung, Phường 9, Quận 6, TP.HCM","Chính chủ cho thuê nhà .cách trường tiểu học Lê Văn Tám 3 căn. Buổi sáng phụ huynh đưa đón con đi học đông đúc.Tiện ở , buôn bán nhỏ. Cơm tấm cho học sinh, trà sữa... kinh doanh nhỏ, dụng cụ hs, văn phòng phẩm... hay bán hàng online... làm vp dc. Tiện ích xung quanh tốt, gần chợ, trường học, siêu thị , nhà sách ,bệnh viện, cách chợ lớn, chợ kim biên ko xa.có wc, bếp dưới đất. Lầu 1 có 2 phòng ngủ, 1 lớn có máy lạnh 1 nhỏ . Lầu 2 có 1 phòng thờ, 1 balconny, 1 phòng ngủ có máy lạnh, có wc trong phòng. Hẻm nhựa lớn thông tứ tung, xe tải ra vào thuận tiện....3 lớp cửa an toàn ạh.",Cho Thuê,Nhà Trong Ngõ,,2.0,3,2,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/285/be6f8ff2b4904eed94cde7f92e2eada9.jpg,934544560,"[10.7519234, 106.6407503]",6,Hồ Chí Minh,5.5
"Cho thuê nhà tiền chế thông thoáng, tiện làm kho bãi, đường xe tải.",85.0,2.000,"A5/6C, Đường Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, TP.HCM","Cho thuê kho bãi tổng diện tích 2.000 M2, trong đó:<br/>Nhà tiền chế kiên cố + văn phòng + bảo vệ: 1.100 M2<br/>Sân bãi trống: 900 M2<br/>Đường nhựa xe tải nặng 10m, cách đường Nguyễn Cửu Phú 100m, cách đường Trần Đại Nghĩa 400m, âp 1, xã Tân Kiên, H. Bình Chánh.<br/><br/>Có đồng hồ 3 pha, hệ thống PCCC<br/>Phía sau có đường bê tông 5m.<br/>Hướng chánh Nam.<br/><br/>Giá cho thuê: 85.000.000 đ/tháng (bao gồm hóa đơn VAT)<br/>",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/06/449/6de93447e47b4b21b6331a1b60bf036b.jpg,914514938,"[10.7074107, 106.581652]",Bình Chánh,Hồ Chí Minh,
"Cho thuê phòng đường giải phóng, quận hoàng mai, hà nội",1.5,20,"Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","Cho thuê phòng trọ hộ gia đình, người văn phòng , người lao động , sinh viên , có diện tích từ 15m2, 20m2 : 30m3 . Phân bổ từ tầng 1 đến tầng 4 . Phòng có gác xép , có vskk , có NL , có BV 24/24/7 . Khu nhà xd trên khu 600m2 , <br/>- Khu ở đã được cấp duyệt pccc tại quận HM, mật độ dân thoảng , có cây xanh , An ninh tốt , điện nước ồn định , khu trọ ít không ngập nước , đối diện hồ Linh Đàm tạo không khi thoáng vào mùa hè.<br/>👉☘️ Giá tiền phù hợp từ 1tr3 ; 1tr5; 1tr6; 1tr8 ; 1tr9 ; 2tr2 :2tr3 :2tr6.<br/>👉☘️Tiền phòng được thu vào mồng 5 hàng tháng + đặt cọc 1 tháng tiền phòng tương ứng .<br/>+ Giá điện ui đãi SH <br/>+ Nước giá : KD<br/>+ Xe tháng : Gửi tiền tháng <br/>+ Net : Theo nhà mạng<br/>👉☘️☘️ Giao thông : Cách ngã nút giao thông vành đai 3 thuận tiện đi các tỉnh : Gần bến xe Nước Ngầm , Giáp Bát , gần Bến xe Buýt lên xuống.<br/>👉☘️Gần trường Đại học và cao đảng : Đại học Bách khoa, Kinh tế quốc dân, Xây Dựng , Công nghệ , vvv<br/>👉☘️Gần siêu thị , chợ dân sinh , Chợ Thịnh Liệt , Chợ Đại từ , chợ cóc , vvv<br/>👉☘️ An Ninh tốt , Bảo vệ thân thiện , tốt tính. <br/>*** Lưu ý : Để đảm bảo an ninh khu trọ . Cổng khu trọ hàng ngày đóng 23h đêm và mở 5h sáng .<br/>Địa chị : Số 1/ 1333 đường giải phóng , phường Hoàng Liệt , Quận Hoàng Mai - Hà Nội.<br/>- Liên hệ : 0988. 387.866 MTG",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/25/267/0c7a73abce384294a6154e49b43d9e32.jpg,988387866,"[20.9673932, 105.8420604]",Hoàng Mai,Hà Nội,
Cho thuê văn phòng tầng 1 và tầng lửng của shop house the tera an hưng,17.0,140,"Quận Hà Đông, Hà Nội","Cho thuê Shop house, tầng 1, tầng lửng, mặt tiền 7m. <br/>Căn V9 B02 khu đô thị the Terra an Hưng, Hà Đông, Hà Nội<br/>Nhà làm đẹp chỉ việc kinh doanh, ở (Không cho thuê bán hàng ăn)<br/>Tel.  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/14/295/464c461b33a34c31928707b864efadd2.jpg,974589999,"[20.9551855, 105.758011]",Hà Đông,Hà Nội,
"Cho thuê nhà gần chợ ngô sỹ liên, mb 25 m2x5 tầng  1 gác lửn",6.0,25,"Đường Ngô Sỹ Liên, Phường Văn Miếu, Quận Đống Đa, Hà Nội","Cho thuê nhà gần chợ Ngô Sỹ Liên, MB 25 m2x5 tầng + 1 gác lửng, nhà thoáng, có điều hoà, nóng lạnh, gần trường, chợ, trung tâm tiện hộ gia đình ở, giá 6 triệu. LH: C.Nhàn  Miễn trung gian.",Cho Thuê,Nhà Trong Ngõ,,5.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/420/b651278bd05f4449b70a439447b94e4e.jpg,865905056,"[21.01348, 105.82679]",Đống Đa,Hà Nội,
"Cho thuê tầng 123 nhà 7 tầng mới, khu linh lang, gần lottemart",16.0,35,"Đường Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội","Cho thuê tầng 1-2-3 nhà 7 tầng mới có thang máy diện tích 1 sàn 35m2, MT 4m, tiện làm văn phòng, spa, bán hàng, khu Linh Lang, gần Lottemart, giá 16 triệu, miễn trung gian.<br/>LH: C.Huyền  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/25/151/66c88151dcf9468c95850664c15e6ea0.jpg,977291313,"[21.0349519, 105.8103827]",Ba Đình,Hà Nội,
"Cho thuê mặt bằng tai mặt đường hoang văn thai, 60m2, 2 mặt tiền",20.0,60,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","CHO THUÊ MẶT BẰNG tại mặt đường Hoàng Văn Thái, phường Khương Trung, quận Thanh Xuân<br/>- Diện tích 60m2, vị trí đẹp hai mặt tiền số 42 Hoàng Văn Thái và ngõ 106 Lê Trọng Tấn, đi lại thuận tiện<br/>- Điện nước đầy đủ, an ninh tốt, có bảo vệ 24/24<br/>- Đường rộng, ô tô tải vào tận nơi<br/>- Phù hợp làm cửa hàng, kho, văn phòng...<br/>** Giá 20 triệu/ tháng, có thỏa thuận.<br/>ƯU TIÊN HỢP ĐỒNG DÀI HẠN<br/>LH: chính chủ,  ,  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/05/16/171/8ba9fedaf3314423a6786111cbfd2eb7.jpg,563496789,"[20.99548, 105.8128]",Thanh Xuân,Hà Nội,
Cho thuê nhà nguyên căn quận 10,9.0,25,"Đường Vĩnh Viễn, Phường 9, Quận 10, TP.HCM","Chính chủ cho thuê nhà mới, đẹp, sạch sẽ. Xóm an ninh, cách đường Vĩnh Viễn 3 căn nhà. Bước ra là khu ăn uống, rất tiện nghi. Gần trường học cấp 123, gần trường đại học, gần bệnh viện, gần chợ, gần trung tâm thương mại, gần siêu thị. Điện nước giá chính thức, hợp đồng dài hạn, giá cho thuê 9tr.<br/><br/>✨Ưu tiên thương lượng cho khách ở ít người✨<br/><br/>Sđt :  _ Cô Linh",Cho Thuê,Nhà Trong Ngõ,,,2,2,,https://cloud.muaban.net/images/thumb-detail/2024/07/09/402/c87496aa7a8646ee9bda6c9d0b34a538.jpg,904844280,"[10.765138, 106.6738218]",10,Hồ Chí Minh,5.5
"Cho thuê nc mặt tiền số 30 đồng văn cống ,thạnh mĩ lợi q2 thủ đức",85.0,140,"33, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, TP. Thủ Đức - Quận 2, TP.HCM","- Diện tích : 7 x 20<br/>- Kết cấu : hầm +trệt +lửng + 5 lầu + sân thượng , thang máy từng tầng<br/>- Giá thuê : 85 triệu / 1 tháng ( HĐ 5 năm , cọc 6 tháng )<br/><br/>Liên hệ : anh Tuấn  ( tiếp khách thiện chí , không tiếp môi giới )",Cho Thuê,Nhà Mặt Phố,,7.0,7,7,,https://cloud.muaban.net/images/thumb-detail/2024/05/09/150/5626832f48bd4873835f14fd9a8faaa0.jpg,906739159,,Thủ Đức,Hồ Chí Minh,7.0
"Phòng q7, sạch sẽ, thoáng mát, giá bình dân không ồn ào",2.2,16,"Đường Chuyên Dùng Chính, Phường Phú Mỹ, Quận 7, TP.HCM"," 💥 CHO THUÊ PHÒNG QUẬN 7💥 PHÒNG RIÊNG BIỆT<br/><br/>💰 Giá: 1tr7<br/>💰 Giá: 2tr và 2tr2<br/><br/>- Phòng giờ giấc tự do, <br/>- Ra vào cửa vân tay, camara 24/24<br/>- Khu ở an ninh, thoáng mát<br/>- Thích hợp cho SV, nhân viên văn phòng<br/><br/>* Đặc biệt không nuôi thú cưng, không kéo bạn bè về, không tổ chức ăn nhậu, không hát hò<br/><br/>🏘 Địa chỉ: Số 77 đường chuyên dùng, phú Mỹ, q7<br/><br/>☎️ Liên hệ:  gặp Kim Cúc",Cho Thuê,,,1.0,,,,https://cloud1.muaban.net/images/thumb-detail/2022/05/13/594/e34921d1c8384697a4643f3469365c16.jpg,909634270,"[10.7051154, 106.7384192]",7,Hồ Chí Minh,
"Cho thuê biệt thự 3 lầu, hoa lan giá 75 triệutháng",75.0,128,"Đường Hoa Lan, Phường 2, Quận Phú Nhuận, TP.HCM","Chính chủ cần cho thuê gấp Biệt thự Hoa Lan<br/>Diện tích: 8x16m<br/>Kết cấu: Bán hầm, trệt, 3 lầu<br/>Vị trí đẹp, thoáng<br/>Giá cho thuê 75 triệu/tháng<br/>Liên hệ:  xem nhà",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/28/564/bbd8a2c5bc6f4b009acbe526e17a96dd.jpg,941789778,"[10.7974409, 106.6891284]",Phú Nhuận,Hồ Chí Minh,8.0
"Cho thuê 2, số 22 phố nguyễn gia thiều và 84 phố quán sứ, q.hoàn kiếm",50.0,70,"Đường Nguyễn Gia Thiều, Quận Hoàn Kiếm, Hà Nội","Cho thuê 2 nhà quận Hoàn Kiếm. nhà số 22 phố Nguyễn Gia Thiều và nhà số 84 phố Quán Sứ, diện tích mỗi nhà 70m2. Tiện mở nhà hàng, bia hơi, lẩu nướng, massage, cầm đồ, văn phòng môi giói nhà đất. Điện nước, an ninh tốt, đường 2 chiều, vỉa hè rộng, có chỗ để ôtô xe máy. Hợp đồng dài hạn, nhận nhà luôn, giá 50 triệu / nhà / tháng. Liên hệ chủ nhà chị Ngọc Lan Smith,  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/10/545/197fc028c6cd4dcb9ee95eb28ccad2f8.jpg,903405660,"[21.02813, 105.85358]",Hoàn Kiếm,Hà Nội,
Cho thuê nhà hẻm xe hơi 6m dt 3x12 1 trệt 1 lầu,15.0,36,"Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, TP.HCM","CẦN CHO THUÊ NHÀ HẺM XE HƠI 1T1L <br/>베트남에서 집을 임대 광고 <br/><br/>- Vị trí : gần sân bay TSN , bệnh viện , trường học, gần chợ, giao thông thuận tiện. Cách trung tâm Q1 3km,... hẻm lớn 6m, 2 xe hơi tránh nhau. <br/>Đường Hoàng Diệu, Q. Phú Nhuận <br/>- Thích hợp cho gia đình nhỏ ít người, hoặc làm vp đại diện. <br/>- Diện tích : 3x12m<br/>- Nội thất : 2 PN, 1 phòng khách, 1 bếp, 2 tolet , tủ liền tường, máy lạnh, máy nước nóng <br/>Giá thuê : 15tr/ tháng. <br/>Cọc 2 tháng <br/>Liên hệ chính chủ : <br/>Yến /  <br/>Nhà trống ở liền",Cho Thuê,Nhà Trong Ngõ,,1.0,2,2,,https://cloud.muaban.net/images/thumb-detail/2024/05/19/246/b807236bdd8b413dae38aa523a7b16d0.jpg,909804541,"[10.82302, 106.62965]",Phú Nhuận,Hồ Chí Minh,3.0
"Cho thuê phòng đường nguyễn đình chiểu, phường 3, quận phú nhuận.",4.5,18,"50/7, Đường Nguyễn Đình Chiểu, Phường 3, Quận Phú Nhuận, TP.HCM","Cho thuê phòng 50/7 Nguyễn Đình Chiểu, Phường 3, Phú Nhuận. Diện tích: 18m , lầu 1 , phòng giống hình, tự do, giá 4,5 triệu , cọc 1 tháng, điện 4.000, nước 100.000, xe, rác, mạng , miễn phí máy giặt xài chung.<br/>Liên hệ:  - Hà<br/>",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/589/6b495e89647e4d2a8a1fb93548a16ec8.jpg,908920003,"[10.82302, 106.62965]",Phú Nhuận,Hồ Chí Minh,
Chỉ 100trtháng sở hữu ngay biệt thự 1000m2 ngay giữa trung tâm quận 3,100.0,350,"201A, Đường Nam Kỳ Khởi Nghĩa, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Q. Chỉ 100Tr/tháng Sở Hữu Ngay Biệt Thự 1000m2 Ngay Giữa Trung Tâm Quận 3<br/>-ĐC: 201A Nam Kỳ Khởi Nghĩa<br/>-Nhà nằm vị trí đắt địa, trục chính từ sân bay về trung tâm Quận 1<br/>-Diện tích: 350m2 đất<br/>-Kết cấu: 1 trệt, 2 lầu + sân vườn<br/>-Cho thuê hợp đồng: 5 năm +<br/>-Đặt cọc, thanh toán: thoả thuận<br/>-Bàn giao: nhận nhà ngay<br/>-Ưu điểm: nhà mới đẹp, thiết kế sang trọng, phù hợp kinh doanh nhiều ngành nghề<br/>-Làm việc chính chủ, hoa hồng môi giới<br/>Liên hệ:  - Quang Nguyễn",Cho Thuê,Nhà Mặt Phố,,3.0,,4,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/536/382ace7d6968472288e674ca379d4561.jpg,916868549,"[10.82302, 106.62965]",3,Hồ Chí Minh,14.0
"Cho thuê nhà ngõ 14 nguyễn khuyến, quận đống đa, hà nội",4.5,32,"Đường Nguyễn Khuyến, Phường Văn Miếu, Quận Đống Đa, Hà Nội","Cho thuê nhà riêng số 4 nhà D ngõ 14 Nguyễn Khuyến, quận Đống Đa, diện tích 32m2x 2 tầng, giá 4.5 triệu . Đt  <br/>",Cho Thuê,Nhà Trong Ngõ,,2.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/247/28976c13a1074f4fa7f0a2a558a71c95.jpg,904316569,,Đống Đa,Hà Nội,
"Cho thuê cửa hàng làm photo, sửa chữa quần áo",4.0,12,"Đường Trương Định, Quận Hai Bà Trưng, Hà Nội","Cho thuê cửa hàng làm photo ..sửa chữa quần áo vv DT 12 m2 giá 4 triệu, ở ngõ tự do, phố Đại La. LH thanh Hằng -  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/271/31a6481722624a8584ac3a14a1886158.jpg,378906519,"[20.9944634, 105.8497396]",Hai Bà Trưng,Hà Nội,
Góc 2mt 760a sư vạn hạnh quận 10,120.0,160,"760A, Đường Sư Vạn Hạnh, Phường 12, Quận 10, TP.HCM","Cho thuê góc 2MT Sư Vạn Hạnh , Phường 12, Quận 10<br/>Vị trí ngay Vạn Hạnh Mall, khu kinh doanh sầm uất tập trung , tiện kinh doanh mọi ngành nghề<br/>Diện tích : 8 x 20m <br/>Kết cấu : Trệt, 3 lầu <br/>Giá thuê : 120tr/ tháng <br/>Thời gian nhận nhà thỏa thuận <br/>- Chi tiết liên hệ: Công Ty Bất Động Sản Nhà Vip Sài Gòn<br/>- Hotline  <br/>- Nhận ký gửi, giới thiệu, cho thuê, mua bán, nhà phố- Mbkd TP.HCM",Cho Thuê,Nhà Mặt Phố,,4.0,5,5,Đông,https://cloud.muaban.net/images/thumb-detail/2024/02/21/310/bf1543b2b1f348f6a81baa89d1d614f4.jpg,909997263,"[10.7713276, 106.6698636]",10,Hồ Chí Minh,8.0
"Phòng trọ 20m2  25m2 p. thạch thang, q.hảichâu tp đà nẵng",2.5,25,"12/9, Đường Lý Thường Kiệt, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng","*Dt : 20m2 -25m2_ Giá thuê thỏa thuận: 2,0 triệu - 2,5 triệu/ tháng; Vào ở được ngay;<br/><br/>Nhà hướng Nam, vị trí giao thông thuận lợi, nằm trong khu yên tĩnh, an ninh tốt, dân trí cao, lối đi riêng, phòng có cửa sổ thoáng mát, yên tĩnh, sạch sẽ, tiện nghi, cáp wifi đầy đủ…có chỗ để xe ô tô.<br/>Liên hệ : cô Thu.<br/>",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/04/21/138/768c3c205a83466d947d7b6eec2219cd.jpg,983894601,"[16.0802943, 108.2213888]",Hải Châu,Đà Nẵng,
Chính chủ cho thuê nhà tập thể tầng 2 phố tân mai,4.0,30,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Nhà tập thể tầng 2, hơn 30m2, có bếp, sân phơi, chỗ để xe, có điều hoà, bình nóng lạnh ",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/018/31ccb4cbdb1545f38373a6bc9ea0a9d0.jpg,903254945,"[20.9763224, 105.8104688]",Hoàng Mai,Hà Nội,
Mặt bằng có gác ở lại đc kcn hiệp thành cho thuê,4.0,25,"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, TP.HCM","Mặt bằng cho thuê ở lại đc gần Khu công nghiệp Hiệp Thành Q12. Dt 4x4+ gác lửng, có wifi, kệ bếp nấu ăn, wc khép kín từng căn, đối diện là trường mầm non, dãy trọ 250 căn, gần chợ Hiệp Thành buôn bán đc mọi ngành nghề. Giá cho thuê 4tr/ tháng. LH Long quản lý  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/03/23/498/b31b3b37aa604ac5bdde8139c36f3b3f.jpg,909147826,"[10.8860316, 106.6369969]",12,Hồ Chí Minh,
"Chung cư 43d hồ văn huê p9, phú nhuận",12.0,50,"Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, TP.HCM","CHUNG CƯ 43D HỒ VĂN HUÊ, P9,QUẬN PHÚ NHUẬN<br/>Lô B Cầu Thang 1, Lầu 1 SỐ Nhà 109<br/><br/>1 : PHÒNG NGỦ 1 CÓ BAN CÔNG ( Bao Gồm Nội Thất : Giường 1M6, Hệ Tủ Quần Áo Full Trần,Bàn Trang Điểm,Bàn Học, Máy Lạnh Daikin Inventer ...<br/>2: PHÒNG NGỦ 2 CÓ BAN CÔNG ( Bao Gồm Nội Thất : Giường 1M6, Hệ Tủ Quần Áo Full Trần,Bàn Trang Điểm,Quạt Treo Tường, Máy Lạnh Daikin Inventer ...<br/>3 : Phòng Khách Bao Gồm : Hệ Tủ Lớn Và TiVi SoNy và Máy Lạnh Daikin Inventer ...<br/>4 : Hệ Bếp Bao Gồm : Quầy Bar MiNI, Bồn Rửa Chén, Hệ Tủ Bếp Full Trần, Máy Hút Mùi, Bếp Điện, Tủ Lạnh HiTaChi ...<br/>5 : Nhà Vệ Sinh: Tủ Gương,Bồn Lavabo, Quạt<br/>Giá Cho Thuê : 12.000.000đ<br/>LH : A Linh<br/><br/><br/>Chính sách và quy định của tòa nhà:<br/>.Điện, nước: theo nhà nước<br/>.Phí VS hành lang 50K/ tháng<br/>.Phí Rác 50K/ tháng<br/>.Phí Đèn hành lang 20K/ Tháng<br/>.Phí Gửi xe 150 đến 200k/ xe<br/>LH :  CHÍNH CHỦ",Cho Thuê,Căn Hộ Chung Cư,,,2,1,Đông Bắc,https://cloud.muaban.net/images/thumb-detail/2024/06/26/524/484b732651af4d91a25fd927a4e977bb.jpg,981215145,"[10.8034225, 106.6770031]",Phú Nhuận,Hồ Chí Minh,
"Cho thuê phong 40m2 bau cat, tân binh",5.0,40,"153, Đường Bàu Cát, Phường 14, Quận Tân Bình, TP.HCM","Cho thuê phòng 40m2<br/>- Địa chỉ: Mặt tiền 153 Bàu Cát, Phường 14,Tân Bình<br/>- Có phòng vệ sinh riêng, đồng hồ riêng<br/>- Gần chợ, siêu thị, trường học<br/>- Giá thuê: 5 triệu/tháng<br/>- Liên hê chính chủ:  (Duy) -  (Tuyết)",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/487/dc2f60335c9d4e1abd9e10a2ebf38bd6.jpg,977457723,"[10.82302, 106.62965]",Tân Bình,Hồ Chí Minh,
